,feature,class
794,"[-5.1438721e+02 -2.3954063e+01 -6.4506050e+01  1.5338349e+01
  3.0376650e+01 -1.4671095e+01 -1.9512817e+01  1.3579877e+01
 -1.0461944e+00 -4.7847047e+00  2.0601033e-01  6.9775243e+00
 -1.9230715e+00  4.3492917e-02 -9.2884600e-01 -2.1194565e+00
  1.3844545e+00 -2.6751082e+00  1.3077044e+00  4.1171365e+00
 -1.8424590e+00 -3.7302634e-01 -2.2634797e+00  5.9034848e-01
  2.4996553e-01  4.0443218e-01 -1.2126496e+00  1.8190801e-01
  1.7854525e+00 -3.7463462e-01  1.5115957e-01  8.2301039e-01
  1.2007562e+00 -1.5637892e-01  6.2066920e-02 -1.1100205e+00
 -1.4059182e+00 -7.0513988e-01  1.0872480e+00 -4.6993088e-02]",hawk
795,"[-5.0370776e+02 -2.3604433e+01 -6.7347572e+01  1.4669759e+01
  3.1894686e+01 -1.5876374e+01 -2.5156382e+01  1.2178601e+01
  3.8492790e-01 -2.5370755e+00  1.5833414e+00  9.8009386e+00
  5.9489864e-01  2.5964453e+00 -8.3570105e-01 -2.3871558e+00
 -7.9151970e-01 -4.9384303e+00 -1.1818284e+00  3.4339983e+00
 -6.0610610e-01 -4.8934120e-01 -6.8421173e-01  1.8269594e+00
  1.1310897e+00  7.6374322e-01 -1.5042131e+00 -1.7456063e+00
  4.5552191e-01 -4.0970853e-01  1.2891759e-01  8.5364848e-01
  1.2810550e+00 -4.9575335e-01 -1.3651006e+00 -3.4489995e-01
 -1.5734233e+00 -5.0211269e-01  1.2235757e+00 -2.0014696e-01]",hawk
796,"[-4.1384543e+02 -5.8373672e+01 -1.0429459e+02  3.6600235e+01
  3.8322041e+01 -3.1518400e+01 -1.6324278e+01  1.9051283e+01
 -1.0051803e+01  2.0785558e+00  6.1460042e+00  8.2049341e+00
 -6.5653448e+00  5.1008983e+00 -1.5260447e+00  3.1986272e+00
 -9.7692981e-03 -1.4912360e+00  4.4793820e+00 -3.8142824e+00
 -4.2724919e+00 -2.3490129e+00  1.2950565e+00  1.6678537e+00
 -1.2694130e+00  4.8675734e-01  8.5964203e-02  1.4412336e+00
 -1.2383406e+00  2.5297983e+00  9.4130445e-01 -6.3957936e-01
 -3.3389027e+00 -1.4084936e+00 -1.4001068e+00 -8.5174668e-01
 -2.0178006e+00  1.3140658e+00 -2.0023220e+00  5.4201692e-01]",hawk
797,"[-4.1977512e+02 -5.6568062e+01 -1.0962702e+02  3.8649605e+01
  4.1208111e+01 -3.6645142e+01 -1.8563196e+01  1.9613073e+01
 -1.0640570e+01 -1.1604644e-01  6.8364019e+00  9.0163832e+00
 -3.6159668e+00  5.2048917e+00 -2.8822904e+00  8.6764443e-01
 -3.0606120e+00 -3.3752501e+00  6.0261059e+00 -2.9476252e+00
 -4.2437930e+00 -2.0417037e+00  9.2859596e-01  2.5444477e+00
 -9.4319111e-01  4.2623371e-01 -1.4788985e+00  2.1774113e+00
 -3.0805796e-01  2.8010828e+00 -6.1845746e-02 -1.4870911e+00
 -3.1042395e+00 -5.1362318e-01 -3.3576122e-01 -6.0662127e-01
 -1.4871897e+00  1.4495773e+00 -8.5584068e-01  7.4285752e-01]",hawk
798,"[-4.0709454e+02 -5.8846088e+01 -1.2187067e+02  3.5462093e+01
  4.8705177e+01 -3.2860317e+01 -2.6610508e+01  2.0086561e+01
 -7.5227885e+00  2.3276831e-01  5.5014291e+00  1.1306569e+01
 -4.7061167e+00  3.6339862e+00 -3.2852154e+00 -1.7356654e+00
 -1.4601321e+00 -3.5961239e+00  3.9848557e+00  2.4416974e+00
 -2.1628211e+00 -2.6524847e+00 -6.9776452e-01  1.6653887e+00
  4.9186996e-01  5.0681198e-01 -1.3693670e+00  9.6056777e-01
  4.7363612e-01  1.2811430e+00  1.2508555e-01 -9.1901940e-01
  2.1210176e-01 -9.7035341e-02 -2.4021870e-01 -1.3439149e+00
 -1.7423607e+00  3.5810032e-01  8.6109990e-01  1.3891884e+00]",hawk
799,"[-4.3362482e+02 -4.2934311e+01 -1.1355355e+02  2.6982004e+01
  4.9762424e+01 -2.5503635e+01 -2.7238756e+01  2.2399109e+01
 -3.8305767e+00 -1.7761245e+00  3.3377349e+00  9.7914810e+00
 -4.7043195e+00  2.0650613e+00  5.4739577e-01 -3.0839765e-01
  2.9387281e+00 -4.6996350e+00  5.4094596e+00  4.0418944e+00
 -4.7450166e+00 -2.1747074e+00 -5.0234871e+00  2.1328893e+00
 -4.7542714e-02  1.6269399e+00 -2.5900846e+00  5.6916529e-01
  1.0159169e+00  1.2700114e+00  7.9493642e-01  2.0208445e+00
 -1.2882838e+00 -1.6719457e+00 -1.8291299e+00 -1.8874831e+00
 -3.4880304e+00  1.7016591e-01  9.3108064e-01 -8.8378829e-01]",hawk
800,"[-4.0515384e+02  3.2431293e+01 -7.9391289e+01  2.6551054e+01
  9.3529053e+00 -2.9609766e+00 -3.9552476e+00  1.6007126e+01
  3.6030498e+00 -1.3240847e+01 -1.4331408e+01 -1.0921111e+00
  1.7684099e+01  1.6649284e+01 -9.5188036e+00  2.6334500e+00
  1.8357763e+00 -8.9410152e+00 -1.5449971e+00  2.7933435e+01
 -6.8428397e-01 -1.0846987e+01  9.0419483e+00  2.1117938e+00
 -2.6400774e+00  1.2416028e+01  3.3150780e-01  5.0605640e+00
  9.4961634e+00 -1.5380762e+01  5.0320230e+00  1.1191101e+01
 -9.0651054e+00  4.1444001e+00 -2.6407702e+00  4.9596933e-01
 -4.5277965e-01  3.0144756e+00  1.0703133e+01 -4.5306659e+00]",hawk
801,"[-2.9479608e+02 -3.5389845e+00 -1.0599924e+02  2.6571207e+01
  1.3685999e+01 -6.4907436e+00 -8.7119799e+00  8.8435955e+00
  7.7144556e+00 -5.6053171e+00 -2.3163057e+01  7.7140269e+00
  2.6926598e+01  1.4783296e+01 -4.6281333e+00  4.4717627e+00
 -6.8351035e+00 -4.1187429e+00  4.8394380e+00  2.2593246e+01
 -5.3824825e+00 -3.1528111e+00  9.9518118e+00  4.0132055e+00
  6.3911223e+00  9.6632519e+00  4.1315999e-02  8.2266769e+00
  3.2211304e+00 -1.2084794e+01  1.3848176e+01  3.9952314e+00
 -5.4561734e+00  2.2332735e+00 -9.7938269e-01  1.3036798e+00
 -3.2932494e-02  7.6544318e+00  4.8636103e+00 -8.9280434e+00]",hawk
802,"[-3.0059369e+02  4.6781383e+00 -1.0660529e+02  2.9709585e+01
 -2.6500207e-01 -1.2569637e+01 -1.3495532e+01  1.2502763e+01
  2.3897600e+00 -1.1357799e+01 -1.7475786e+01  4.0544224e+00
  1.9946371e+01  1.2534742e+01  1.0832707e+00  5.7173829e+00
 -8.7714201e-01 -4.4497263e-01  9.5712948e+00  2.7882256e+01
 -1.6184023e-01 -2.6963651e+00  6.9984393e+00  7.6891065e-01
  4.5496058e+00  4.7465968e+00  1.8493409e+00  1.0141039e+01
  3.5917149e+00 -1.7264476e+00  4.9083333e+00  1.2329973e+00
 -1.3723809e+00  5.5835681e+00  2.5997648e+00  3.2280850e+00
  2.1979909e+00  4.5287681e+00  3.1794734e+00  3.0717413e+00]",hawk
803,"[-4.4615295e+02  5.4751637e+01 -3.8946316e+01  1.7159861e+01
  1.6049759e+00 -7.1282101e+00  4.1145635e+00  5.6418123e+00
 -5.4796562e+00 -9.5920401e+00 -3.8629944e+00  7.2693691e+00
  5.0778999e+00 -4.7242907e-03 -1.4670650e+00  8.5955467e+00
 -5.7776839e-01  1.7734830e+00  1.1125503e+01  8.3847008e+00
 -7.3323569e+00  5.1179266e+00  4.9578362e+00  1.8612174e+00
  4.7041650e+00 -1.6998025e+00 -1.5140849e+00  6.0276327e+00
 -1.7172973e+00  4.2197862e+00  7.0280142e-02 -3.8811979e+00
  2.4545760e+00  1.6578120e+00 -6.0932946e-01  1.8956819e+00
  3.0202532e+00  1.4039270e+00 -7.5720340e-01  4.0748181e+00]",hawk
804,"[-4.19849976e+02  4.91731453e+01 -5.37072983e+01  1.06528931e+01
  7.83932781e+00  7.65192389e-01 -2.54685432e-01  3.59597182e+00
 -1.52648938e+00 -3.44844794e+00 -9.63444710e+00 -5.47657209e-03
  1.08336735e+01  9.69864655e+00 -1.81476486e+00  1.77642500e+00
 -4.87276345e-01 -2.98660278e-01  5.60046494e-01  1.23372736e+01
  2.59193254e+00 -1.85468185e+00  1.71885538e+00  2.34872198e+00
  9.36023712e-01  3.64513373e+00  1.46307206e+00  1.87443626e+00
  4.55542421e+00 -3.48421216e+00 -3.85968947e+00  5.72995090e+00
 -2.61538243e+00  1.56348860e+00 -2.35970140e+00  6.26089334e-01
 -2.86943007e+00 -4.06180590e-01  4.94771004e+00  2.00762486e+00]",hawk
805,"[-4.66157623e+02 -3.68195381e+01 -8.00539246e+01  2.06438313e+01
  3.64409485e+01 -2.22257786e+01 -2.57025681e+01  1.46535015e+01
 -4.35579634e+00  6.24641955e-01  4.92602444e+00  1.10752783e+01
 -3.32157493e+00  4.34432745e+00 -8.14108193e-01 -1.96310520e+00
  5.81872463e-01 -5.73565006e+00  1.15059197e+00  4.11631727e+00
 -2.73316097e+00 -1.23344488e-01 -1.69001520e+00  1.29142106e+00
  5.42980671e-01 -1.31552592e-01 -1.15764093e+00  1.01624537e+00
 -1.94855586e-01  1.08712590e+00  1.50399876e+00  1.48853517e+00
 -4.68823314e-01 -1.84412003e+00 -2.22703838e+00 -1.81861579e+00
 -1.84241152e+00 -1.05092943e+00  8.55206311e-01  2.27302164e-01]",hawk
806,"[-3.7425500e+02  3.4833530e+01 -8.2026726e+01  2.7243563e+01
  7.5832906e+00 -3.2922683e+00  1.1239698e+00  9.4404469e+00
 -5.1251650e-01 -1.2641441e+01 -1.1554999e+01  3.1292343e+00
  1.6437883e+01  1.0821551e+01 -5.5783453e+00  5.7528338e+00
 -1.4508041e+00 -6.3614386e-01  1.2922957e+00  2.2656197e+01
 -2.6530752e+00 -4.6164112e+00  7.3409581e+00  3.8534133e+00
  1.9859803e+00  5.8152981e+00  1.5469226e+00  3.7566741e+00
  8.3470211e+00 -1.0030815e+01  1.2508202e+00  7.2363496e+00
 -4.9621921e+00  3.2311482e+00 -2.6428893e-01  1.0489976e-03
 -1.2129182e+00  6.8866318e-01  7.2749195e+00  1.7283946e+00]",hawk
807,"[-3.98410553e+02  3.54416199e+01 -6.32782555e+01  3.46759453e+01
 -4.25258160e+00 -3.44854307e+00  1.22352381e+01  9.33969593e+00
 -1.00699959e+01 -1.70402431e+01 -5.71368504e+00  2.08401890e+01
  1.25203495e+01 -1.44332228e+01 -4.83845919e-01  1.76836643e+01
 -5.61276579e+00  8.51562023e+00  1.80741692e+01 -3.43386078e+00
 -9.05449963e+00  1.80600395e+01  1.21647024e+00  2.17245460e+00
  6.28958178e+00 -1.20648813e+01  6.70868254e+00  1.36423635e+00
 -1.05908120e+00  1.17719173e+01 -1.63014431e+01  2.13059711e+00
  6.37921715e+00 -3.48634303e-01  6.89547837e-01 -2.22942019e+00
  4.41648817e+00 -4.53007936e+00  2.01966715e+00  5.10755301e+00]",hawk
808,"[-3.7393375e+02  3.2002094e+01 -7.0815788e+01  2.7141239e+01
  4.7233939e+00 -6.6655326e+00 -2.0942936e+00  8.6596842e+00
 -2.8148305e+00 -5.6688194e+00 -1.0919026e+01  1.4107924e+00
  1.4162240e+01  1.0256143e+01 -7.1701932e+00  5.9494958e+00
 -3.4666979e-01 -1.3215709e+00  4.7939625e+00  1.4741491e+01
 -3.1819303e+00 -1.2179300e+00  7.8008842e+00  2.5123124e+00
  1.1121269e+00  6.2551646e+00 -2.8677318e-01  2.7550189e+00
  2.9769497e+00 -7.6839790e+00  6.0960221e-01  5.7547779e+00
 -4.0111690e+00  3.1556401e+00 -1.8248109e+00  2.3558916e-01
 -1.3649368e+00  2.8408799e+00  5.3290887e+00 -7.0753986e-01]",hawk
809,"[-334.89664     17.370447   -87.75405     26.569912     4.5332417
   -5.065349    -8.131621    11.915863     5.595303    -4.677118
  -16.833488    -3.4713316   16.596561    18.204084    -5.225006
    5.822334     5.3431125   -6.729013     0.8220393   23.408298
    3.0862064   -2.2840016    3.2086575    4.2785015   -0.5307383
    3.8925543    5.1031756    5.075487     7.212148    -3.0627005
   -4.8616433    7.1721773    1.6926764    3.1145048    2.5727649
   -1.2393966    2.6288748   -1.04732      3.1777904    5.0717998]",hawk
810,"[-4.3703088e+02  5.6109303e+01 -4.5943150e+01  1.9696056e+01
  6.0413706e-01 -5.0284739e+00  3.6741288e+00  4.5526772e+00
 -5.8113170e+00 -1.0144100e+01 -5.8929420e+00  4.9583507e+00
  7.1670022e+00 -2.4883833e+00 -5.9927602e+00  9.7323971e+00
 -7.5184065e-01  1.5676094e+00  9.3092976e+00  1.0690080e+01
 -4.8936191e+00  2.3668594e+00  4.1005092e+00  1.0459322e+00
  4.5057397e+00 -3.9868164e-01 -2.2837622e+00  3.6815808e+00
 -3.1226552e+00  4.7532415e+00  4.0749660e+00 -5.2590370e+00
 -9.1165081e-03  3.1429789e+00  1.8735504e-01  1.7989722e+00
  9.9609023e-01  3.0409636e+00 -2.3920054e+00  1.2921209e+00]",hawk
811,"[-3.7022845e+02  3.5435177e+01 -8.2205498e+01  2.4874634e+01
  4.9526591e+00 -5.9812055e+00 -4.8782740e+00  6.2734203e+00
 -5.1422901e+00  8.4416890e-01 -1.0622128e+01 -2.6288126e+00
  1.2647014e+01  1.3858464e+01 -7.8309731e+00 -1.0440735e-01
  1.7707245e+00 -3.5962138e+00 -7.2211200e-01  1.7474184e+01
 -5.3446633e-01 -4.0583911e+00  9.9794617e+00  2.7302861e+00
  1.8348081e+00  9.8664370e+00  2.7727875e-01  4.9984593e+00
  4.7003088e+00 -1.3291151e+01  5.1202064e+00  9.2067156e+00
 -3.3740482e+00  5.4912448e+00 -8.5776472e-01  1.8522055e+00
 -1.6001813e+00  5.3581643e+00  8.0808716e+00 -1.2454836e+00]",hawk
812,"[-3.4404910e+02  1.8271740e+01 -8.4011536e+01  2.2599167e+01
  5.4570951e+00  1.9211186e+00  2.1192372e+00  1.0359316e+01
 -6.1710072e+00 -1.0732313e+01 -2.0239870e+01  8.1433649e+00
  2.3949280e+01  6.7465153e+00 -8.3507814e+00  5.6067071e+00
 -4.8905146e-01 -4.9885526e+00  6.0094032e+00  2.3907494e+01
  1.1677099e-01 -4.3317323e+00  4.4744353e+00  3.0376186e+00
  2.6463366e+00  7.5461879e+00  3.4403918e+00  4.7868509e+00
  6.2823021e-01 -5.9908619e+00  2.0408587e+00  9.8292131e+00
 -1.6142253e+00  4.5438023e+00 -5.5669600e-01  1.8333727e+00
 -7.9237825e-01  4.2272296e+00  6.6878042e+00  2.7906603e-01]",hawk
813,"[-3.7676022e+02  3.1781656e+01 -7.7501747e+01  2.4562468e+01
  5.8352060e+00 -2.4684968e+00  1.2805091e-01  1.1339333e+01
 -1.1238101e+00 -1.2255691e+01 -2.0492434e+01 -8.5776901e-01
  2.0607456e+01  1.0867047e+01 -9.5452185e+00  1.5449853e+00
  1.4019020e+00 -5.6557951e+00 -7.6652741e-01  2.7858145e+01
  2.4657040e+00 -1.0656270e+01  8.8337717e+00  4.3709068e+00
 -7.8790820e-01  1.0662341e+01  2.9604783e+00  1.9908410e+00
  8.5999537e+00 -1.5578074e+01  1.9773500e+00  1.3697582e+01
 -8.8194151e+00  5.1233182e+00 -3.0841343e+00  3.9655650e-01
 -3.1198690e+00  4.6305966e+00  1.4753965e+01 -1.5797751e+00]",hawk
814,"[-3.3417419e+02  2.0546072e+01 -9.5239441e+01  2.3530930e+01
  8.5011530e+00 -6.8108487e+00 -7.0983801e+00  1.1388396e+01
  8.1444776e-01 -5.3915200e+00 -1.9651405e+01 -2.6490285e+00
  2.0558907e+01  1.3373626e+01  1.5169940e+00  1.9346251e+00
 -1.8305112e+00  8.2621419e-01 -2.9575510e+00  1.9170031e+01
  9.1339016e+00 -5.0683403e+00  6.4938183e+00  5.5991497e+00
  1.1291063e+00  5.8369288e+00  1.9008950e+00  4.4578085e+00
  8.1994629e+00 -4.2499633e+00 -2.0795920e-01  6.7814660e+00
 -3.8055487e+00  3.2570555e+00  1.1587225e+00  3.5616696e+00
 -6.8482637e-01  2.6507442e+00  4.9687347e+00  2.6038182e+00]",hawk
815,"[-4.69244995e+02  6.79105377e+01 -2.93408127e+01  1.52353106e+01
  3.92348981e+00 -3.07095528e+00  6.66806698e+00  4.52404594e+00
 -2.79925585e+00 -6.97175264e+00 -6.60138273e+00  7.58853137e-01
  5.69444895e+00 -2.24542117e+00 -3.62129211e+00  4.59139585e+00
  3.29001755e-01 -1.39832020e+00 -1.87522256e+00  1.21548395e+01
 -2.22305465e+00 -3.82713032e+00  3.74722433e+00  1.96083546e+00
  2.49233082e-01  4.41673851e+00 -2.01180577e+00  2.29697633e+00
 -1.04059625e+00 -4.22156620e+00  5.81031847e+00  1.01227129e+00
 -3.42523217e+00  1.97298837e+00 -6.06558263e-01  1.60881484e+00
 -1.51203394e+00  3.09592414e+00  1.06719041e+00 -1.45191979e+00]",hawk
816,"[-4.5839221e+02 -3.6493366e+01 -8.8543350e+01  2.8448820e+01
  3.1533297e+01 -2.8251884e+01 -1.2566459e+01  1.5287318e+01
 -7.4985409e+00 -1.9804052e+00  4.7643394e+00  7.0223660e+00
 -1.5750479e+00  3.3962317e+00 -2.8079817e+00 -7.8786567e-02
 -8.1192166e-01 -6.9874603e-01  6.2292409e+00 -2.8508866e+00
 -4.1285524e+00 -2.1371477e+00  2.4084558e-01  1.9648263e+00
 -8.7422806e-01  7.9153329e-01 -1.7185677e+00  9.1298133e-01
  1.4983672e+00  3.0080426e+00  4.0077725e-01 -4.5798180e-01
 -1.7373855e+00 -9.4200867e-01 -9.3387175e-01 -1.5744101e+00
 -2.3458235e+00  1.5417658e+00 -4.8409447e-01  1.1734746e+00]",hawk
817,"[-4.6122433e+02  6.4518562e+01 -2.8349724e+01  4.4744391e+00
  1.0166037e+00 -3.6578555e+00  4.2676601e-01  2.3895032e+00
 -5.2268491e+00 -1.8808433e+00 -3.9543736e+00 -2.7756486e+00
  2.9412195e-01  5.0393653e+00 -8.6618143e-01 -3.8927220e-02
  1.1861529e+00  1.8958204e+00 -8.1724977e-01  6.9417090e+00
  2.2087498e+00  2.4094481e+00  1.5237404e+00  2.6209171e+00
 -1.0504881e+00  3.0915828e+00  7.6359940e-01  1.1103758e+00
  9.7326976e-01 -1.3482004e+00 -5.6381029e-01  1.3408880e+00
 -8.3823591e-01  2.0942159e+00 -7.4327284e-01  9.9640036e-01
 -9.4703203e-01 -3.2150200e-01  8.3009726e-01  6.5533286e-01]",hawk
818,"[-332.49377     19.207617   -90.8733      29.756714    -0.9447529
   -7.3512673    4.0861425    8.97966    -11.158853    -5.4198365
  -11.930316     3.0743153   17.336723    10.057472    -9.956818
    2.8678713    2.0785618   -3.4179718    6.4065347   19.954395
   -7.855649     1.2384013   11.059098     3.525394     2.433522
    5.87434      2.4700165    5.65207      1.2187929   -4.670121
    8.597162     2.5671325   -0.965272     4.8688884   -1.7514924
    2.341159     0.7931366    6.401861     3.5082612   -0.3404295]",hawk
819,"[-3.7165710e+02  3.3859921e+01 -8.7955986e+01  2.8060898e+01
  2.8135235e+00 -9.0074663e+00  6.2635317e-02  1.3775455e+01
  1.4601916e+00 -2.2314572e+00 -1.4496774e+01 -8.5977221e+00
  1.3550822e+01  1.8053101e+01 -4.8793292e+00  2.0617564e+00
  3.8015544e+00 -5.3994141e+00 -6.8483510e+00  1.8469418e+01
  7.1815667e+00 -6.9304357e+00  3.8233020e+00  3.9908845e+00
 -2.2297337e+00  7.1426730e+00  7.1270070e+00  5.2461205e+00
  9.8252420e+00 -3.0447755e+00 -3.4508379e+00  8.5664930e+00
 -1.4171660e+00  7.2217965e+00  1.1253623e+00 -3.1391031e-01
  1.8262807e+00 -4.0169902e-02  6.9996190e+00  4.4649105e+00]",hawk
820,"[-365.75607     41.591877   -89.42923     23.409021     9.636902
   -7.008649    -1.3035607   14.078541    -3.8231542   -9.575504
  -12.954159     1.9247632   22.560375     9.905983    -9.852301
    3.5293956   -3.049434    -2.1762402   -1.8173258   20.545338
   -3.045427    -4.478968     3.734251     2.2067435    5.1195993
    7.8320622    4.031292     4.6651745    4.4882655  -12.03365
    6.30994      8.187553    -3.9072363    3.070672    -1.4375571
    2.326476    -1.2086173    5.910953     8.380168    -5.209719 ]",hawk
821,"[-3.4601953e+02  3.1220829e+01 -8.2995804e+01  3.4704655e+01
  7.4562764e+00 -3.6597667e+00  1.5542363e+00  1.0538694e+01
 -5.6747775e+00 -8.9573908e+00 -9.8516598e+00  4.6584249e+00
  1.3565595e+01  3.9198673e+00 -6.8522701e+00  2.0294933e+00
 -6.7568583e+00  1.6202111e+00  5.4971285e+00  1.0288940e+01
 -6.7848248e+00  8.6599201e-01  5.7546048e+00  3.8066881e+00
  4.7858572e+00  2.9361212e+00  1.0051553e+00  3.3020093e+00
  3.7975683e+00 -1.4553647e+00  2.4374107e-01  6.3410038e-01
  4.3926054e-01  4.2915497e+00  4.2427954e-01  1.7569802e+00
  1.1100541e+00  3.0876591e+00  1.9113497e+00  1.9804559e+00]",hawk
822,"[-4.7908755e+02  6.6964302e+01 -2.2300642e+01  8.0556984e+00
  3.7686510e+00 -1.9181601e+00  3.6835942e+00  2.9040134e+00
 -1.7918382e+00 -4.4473233e+00 -7.6347146e+00 -4.3196315e-01
  1.4928645e+00  7.8819317e-01 -2.6215999e+00  3.3457546e+00
 -2.9145305e+00  1.4067586e-01  1.7943819e+00  3.7767475e+00
 -3.8461683e+00  6.0170418e-01  8.4007335e-01  1.8994107e+00
  1.2227575e+00  7.4664575e-01 -7.4577135e-01  2.3453119e+00
 -9.1828835e-01  2.7400041e+00  5.1318520e-01 -1.4274888e+00
 -9.3079925e-01  1.4801688e+00  9.8851001e-01  5.4265285e-01
  1.3628989e+00  1.2649012e+00 -8.2911849e-01  1.2891657e+00]",hawk
823,"[-3.8849942e+02  2.2871677e+01 -7.4181061e+01  1.6592730e+01
  1.5837376e+01 -4.3929405e+00 -9.0915508e+00  1.1162751e+01
  6.1800404e+00 -6.5246053e+00 -1.7990856e+01  7.8173268e-01
  1.7884642e+01  1.8926985e+01 -3.3446300e+00 -2.6493559e+00
 -3.2914989e+00 -5.4022818e+00 -2.4491377e+00  2.4930592e+01
 -5.0766978e-02 -8.7355299e+00  8.1213522e+00  5.8555422e+00
  3.9063168e+00  9.5390425e+00  1.3635709e+00  8.7097464e+00
  5.4081860e+00 -1.1518223e+01  3.8886328e+00  1.0093592e+01
 -5.8556552e+00  2.9184740e+00  2.2462766e+00  1.7002580e-01
 -7.8647298e-01  5.4735818e+00  9.3130322e+00 -3.1492231e+00]",hawk
824,"[-4.56348511e+02  4.46438293e+01 -5.11061935e+01  2.62034740e+01
  2.31679749e+00 -2.02271748e+00  1.17714310e+01  7.97947693e+00
 -7.57022333e+00 -1.32779274e+01 -1.31271448e+01  1.33783445e+01
  1.31115551e+01 -1.19504480e+01 -6.46193457e+00  1.11493053e+01
 -4.19161892e+00 -1.07393289e+00  1.52029495e+01  7.35558748e+00
 -1.14749231e+01  7.92658138e+00  5.58674431e+00  5.17194532e-02
  8.53024006e+00 -5.21831846e+00 -1.70981801e+00  5.98203611e+00
 -6.03428555e+00  1.03901615e+01 -4.76913035e-01 -5.88799810e+00
  3.38722897e+00  1.55846894e-01  1.83754170e+00 -2.80664295e-01
  2.96423054e+00  1.46864069e+00 -3.75794649e+00  5.60718918e+00]",hawk
825,"[-3.8694788e+02  2.8464003e+01 -8.3507355e+01  2.6686403e+01
  5.5770874e+00 -3.6295211e+00 -6.6292234e-02  6.7539477e+00
 -2.7493749e+00 -8.6486044e+00 -1.4298591e+01  7.4311547e+00
  1.6101610e+01  9.1087031e-01 -6.4751949e+00  8.0248756e+00
 -1.2868258e+00 -3.5937672e+00  9.2364283e+00  1.7981577e+01
 -5.6906190e+00 -2.6724896e-01  6.3699422e+00  1.1656892e+00
  6.9959593e+00  2.3535407e+00 -1.9676359e+00  5.6457868e+00
 -3.3056300e+00  4.8281856e+00  7.4952917e+00 -3.9849456e-02
  5.3503162e-01  2.0512702e+00 -5.8461714e-01  2.3988333e+00
  3.8823786e+00  7.1214991e+00 -8.7949413e-01  6.0748346e-03]",hawk
826,"[-3.9802670e+02  2.6675821e+01 -8.1648247e+01  2.5798767e+01
  8.1040754e+00 -1.4776696e+00  2.3542743e+00  9.7841129e+00
  9.3637085e-01  7.6473519e-02 -1.4308393e+01 -1.8063971e+00
  1.6819319e+01  1.7571203e+01 -7.4593234e+00 -3.3635173e-02
  5.7071843e+00 -7.1111755e+00 -2.9894319e+00  2.3488108e+01
 -8.4596777e-01 -8.8904028e+00  7.8421292e+00  1.3429879e+00
 -1.1741382e+00  1.1643608e+01  9.7062612e-01  5.3569512e+00
  5.8374243e+00 -1.1453279e+01  2.1187928e+00  1.0864135e+01
 -3.4259503e+00  7.6186399e+00 -2.5407505e+00 -1.4513541e+00
  4.3359149e-01  3.2908595e+00  9.5828562e+00  1.1668717e+00]",hawk
827,"[-4.8701303e+02 -3.2238224e+01 -6.6602257e+01  2.1755405e+01
  2.5491703e+01 -2.3801638e+01 -1.5319686e+01  9.2511148e+00
 -5.7228703e+00  1.2963544e+00  3.2760286e+00  5.6720524e+00
 -1.7160854e-01  7.3592181e+00 -3.7272626e-01 -3.6477336e-01
 -3.6509581e+00 -4.3251119e+00  2.5256212e+00 -7.8703028e-01
 -4.0369382e+00 -8.9830124e-01  5.8024228e-01  2.4029617e+00
 -8.6230683e-01  1.3184273e+00  1.4645612e-01  1.6624876e+00
  1.6149181e-01  9.8303145e-01 -1.6800342e+00 -2.2085805e+00
 -2.8461406e+00 -6.0856092e-01 -3.5976997e-01  6.2595475e-01
 -1.2119209e+00  2.0524127e+00 -2.7625614e-01  2.8806406e-01]",hawk
828,"[-384.62717      19.41278     -86.68394      23.394844     14.2061205
   -7.1935186    -8.941997     11.066255      3.0838      -11.464524
  -14.726045      4.861524     19.590088     14.769755     -4.7824826
   -0.75754166   -1.3658501    -4.7165933     1.7589142    28.057606
   -9.135575     -4.379756     14.410217      2.5983157     6.1840887
   11.446723     -1.5189644     8.680059      2.7115479   -11.9968605
   13.674285      4.937478     -7.323004      4.817911     -1.1791563
    1.9534658     0.4070664     9.638952      5.336718     -4.9509835 ]",hawk
829,"[-4.7976556e+02  5.1640167e+01 -4.8237946e+01  1.1743642e+01
  9.9754772e+00 -3.2155871e+00  1.3968964e+00  7.0703297e+00
  6.6613191e-01 -5.2713351e+00 -1.0771794e+01  2.9023240e+00
  1.0193310e+01  3.8813741e+00 -1.0944684e+00  4.4218912e+00
 -2.0525930e+00 -4.1227782e-01  1.9861495e+00  1.3672522e+01
  5.3289697e-02 -1.4611666e+00  5.6513557e+00  4.5189514e+00
  3.1587751e+00  4.8498206e+00  4.7129735e-02  6.0666084e+00
  2.0927439e+00 -3.2831159e+00  6.5935550e+00  3.6305799e+00
 -3.5112338e+00  3.1500721e+00  2.2131784e+00  1.6867799e+00
 -3.8368142e-01  5.1815281e+00  3.2995915e+00 -2.3618772e+00]",hawk
